A,B
-1.001276189572822162e+01,-1.746933953893611502e+01
-1.075841966004901096e+01,-1.844072084875867290e+01
-1.152664977891997644e+01,-1.933517371341918434e+01
-1.230750217236989741e+01,-2.011047116430212611e+01
-1.308779907156312028e+01,-2.071757467261419805e+01
-1.385077663166822859e+01,-2.110201465084214334e+01
-1.457590043358561971e+01,-2.120658153216033881e+01
-1.523896854344309126e+01,-2.097558401871685163e+01
-1.581263009097046712e+01,-2.036072517700132423e+01
-1.626743959957355301e+01,-1.932827804238667824e+01
-1.657352344385486731e+01,-1.786672620668571909e+01
-1.670284372013795249e+01,-1.599347348605586383e+01
-1.663190669672974309e+01,-1.375882722847028106e+01
-1.634459874990379546e+01,-1.124549650620243391e+01
-1.583468852553365913e+01,-8.562540178357037846e+00
-1.510747369081599700e+01,-5.834040459422622504e+00
-1.418013036767665902e+01,-3.184397787245695000e+00
-1.308055710963356333e+01,-7.233869149744118765e-01
-1.184484009016764716e+01,1.465646713390736711e+00
-1.051379140981180882e+01,3.332039047419963040e+00
-9.129208364088631456e+00,4.857864106924671965e+00
-7.730501116987301025e+00,6.052922102205772426e+00
-6.352158795067993857e+00,6.946852749115622672e+00
-5.022257640649631760e+00,7.580683843321731175e+00
-3.761963492252495378e+00,7.999524634351284469e+00
-2.585814679592117304e+00,8.247249276931921003e+00
-1.502508283939713474e+00,8.363270074411300214e+00
-5.159304481046120827e-01,8.381048489703154303e+00
3.737674456761646002e-01,8.327826524211157988e+00
1.169173353529664006e+00,8.225086224452454076e+00
1.874764640621942924e+00,8.089357639987893478e+00
2.496223940558538246e+00,7.933123588032210627e+00
3.039913905305905661e+00,7.765676987699300149e+00
3.512490213545245155e+00,7.593862657220852519e+00
3.920627457912805980e+00,7.422682919136088131e+00
4.270833004035134550e+00,7.255772378775068532e+00
4.569326941509127771e+00,7.095759197632867554e+00
4.821970167121501838e+00,6.944533844777722287e+00
5.034226534887124238e+00,6.803445602233725076e+00
5.211148441621784144e+00,6.673444441347412770e+00
5.357378041594347273e+00,6.555182637763026676e+00
5.477158501211214947e+00,6.449087345876605148e+00
5.574351385677753790e+00,6.355412611736171336e+00
5.652457508283595722e+00,6.274277056521392559e+00
5.714639463107375583e+00,6.205691696202952023e+00
5.763744686416933050e+00,6.149581017052428322e+00
5.802328319480482222e+00,6.105799428283148700e+00
5.832675430360748869e+00,6.074144491085589515e+00
5.856822336433232579e+00,6.054367814857401164e+00
5.876576884275649171e+00,6.046184163989375193e+00
5.893537612247021329e+00,6.049279089735891013e+00
5.909111759995908209e+00,6.063315258092633719e+00
5.924532109805580760e+00,6.087937560539534942e+00
5.940872654878976533e+00,6.122777050647499664e+00
5.959063094455828491e+00,6.167453731686308949e+00
5.979902158178876270e+00,6.221578218365425350e+00
6.004069764197531356e+00,6.284752302708946914e+00
6.032138018048672556e+00,6.356568465242527388e+00
6.064581062768057862e+00,6.436608385384479547e+00
6.101783795029700030e+00,6.524440517721587618e+00
6.144049467298888345e+00,6.619616813163605507e+00
6.191606201885360150e+00,6.721668675871669052e+00
6.244612449283991396e+00,6.830102258785583302e+00
6.303161430234150764e+00,6.944393213174180346e+00
6.367284608528153811e+00,7.063981021606724475e+00
6.436954249836010611e+00,7.188263059753917439e+00
6.512085130827800938e+00,7.316588551005612118e+00
6.592535472845582056e+00,7.448252599360983162e+00
6.678107185497122344e+00,7.582490510443903098e+00
6.768545517991800153e+00,7.718472637500926936e+00
6.863538229942713009e+00,7.855300018094429682e+00
6.962714408757884499e+00,7.992001096637663338e+00
7.065643077545862738e+00,8.127529856073465453e+00
7.171831755398622832e+00,8.260765706370136741e+00
7.280725150495774400e+00,8.390515494917488937e+00
7.391704184937945676e+00,8.515518010515528147e+00
7.504085567495703657e+00,8.634451344048096999e+00
7.617122145150942991e+00,8.745943440322376361e+00
7.730004274668086595e+00,8.848586122037740864e+00
7.841862459405051666e+00,8.940952783871114917e+00
7.951771491851657991e+00,9.021619838600921426e+00
8.058756326526584246e+00,9.089191846044798240e+00
8.161799878478404935e+00,9.142330069811889004e+00
8.259852897611754230e+00,9.179783990203496558e+00
8.351846006870928818e+00,9.200425061797327331e+00
8.436703912363569202e+00,9.203281753618567151e+00
8.513361696489068819e+00,9.187574665273082530e+00
8.580782993367471079e+00,9.152750295090788413e+00
8.637979723539803700e+00,9.098511870248236377e+00
8.684032938210647146e+00,9.024845559004084805e+00
8.718114200289990734e+00,8.932040394786428195e+00
8.739506819739634835e+00,8.820700369038403821e+00
8.747626174669511201e+00,8.691747404079070094e+00
8.742038297610466913e+00,8.546414296850432635e+00
8.722475897534463840e+00,8.386227213797653235e+00
8.688851029160783668e+00,8.212977886727996335e+00
8.641263714917505112e+00,8.028686267277906907e+00
8.580005970153544936e+00,7.835554992705886512e+00
8.505560872408779005e+00,7.635917543878388614e+00
8.418596539555739611e+00,7.432182386540350016e+00
8.319955124254200030e+00,7.226775638274146374e+00
8.210637175656195552e+00,7.022084870680906477e+00
8.091781945158667000e+00,6.820406533358158718e+00
7.964644403978615728e+00,6.623899187522071408e+00
7.830569882332961029e+00,6.434544295096539024e+00
7.690967323609318562e+00,6.254115769701504846e+00
7.547282168218536924e+00,6.084158912241078632e+00
7.400969842620790828e+00,5.925978778872027952e+00
7.253470736245914097e+00,5.780637509959856146e+00
7.106187413617308657e+00,5.648959721119815036e+00
6.960464644367559295e+00,5.531544743805088871e+00
6.817572654311311986e+00,5.428784311180641531e+00
6.678693819998245296e+00,5.340884210525585374e+00
6.544912859050979748e+00,5.267888451548222051e+00
6.417210418300704156e+00,5.209704609765062777e+00
6.296459837447139662e+00,5.166129171581392399e+00
6.183426770860564581e+00,5.136871909177984641e+00
6.078771284692306764e+00,5.121578527491269739e+00
5.983052008972203240e+00,5.119851035121485872e+00
5.896731911587131947e+00,5.131265483107285696e+00
5.820185268739146878e+00,5.155386881872759730e+00
5.753705430052508341e+00,5.191781243017702607e+00
5.697513011349027323e+00,5.240024797997269168e+00
5.651764190013851774e+00,5.299710521575279110e+00
5.616558823169994774e+00,5.370452137320326891e+00
5.591948154585027808e+00,5.451885809363126612e+00
5.577941920062837511e+00,5.543669733547213596e+00
5.574514701411275475e+00,5.645481836368828610e+00
5.581611414907031055e+00,5.757015775830543802e+00
5.599151850999382063e+00,5.877975418232991522e+00
5.627034207722743098e+00,6.008067942248451310e+00
5.665137581175313741e+00,6.146995699165150207e+00
5.713323392974297477e+00,6.294446938380287015e+00
5.771435747514896519e+00,6.450085492158874168e+00
5.839300721979293840e+00,6.613539505237591598e+00
5.916724600305123261e+00,6.784389294749895605e+00
6.003491069749600229e+00,6.962154435784495554e+00
6.099357406353089317e+00,7.146280189184246900e+00
6.204049684636204987e+00,7.336123422369817071e+00
6.317257058409566639e+00,7.530938222297204554e+00
6.438625174798330519e+00,7.729861463117046583e+00
6.567748803630202303e+00,7.931898670216484426e+00
6.704163790288830249e+00,8.135910616876646628e+00
6.847338472947612331e+00,8.340601198471397026e+00
6.996664745499990623e+00,8.544507249149585704e+00
7.151448995864949865e+00,8.745991092451381732e+00
7.310903205523593407e+00,8.943236742928789340e+00
7.474136559264112911e+00,9.134250790137045328e+00
7.640147982351406242e+00,9.316869085464880129e+00
7.807820092662753453e+00,9.488770398735349332e+00
7.975915123270013396e+00,9.647498194614998468e+00
8.143073430404511370e+00,9.790491575536202973e+00
8.307815244917680531e+00,9.915126224368309593e+00
8.468546342862744325e+00,1.001876583489896788e+01
8.623568292066366325e+00,1.009882402567766491e+01
8.771093865427495473e+00,1.015283608800121229e+01
8.909268087684866444e+00,1.017853913289069290e+01
9.036195192205449089e+00,1.017395830712650806e+01
9.149971503697555519e+00,1.013749580218261137e+01
9.248723933546061815e+00,1.006801846598732730e+01
9.330653386790189074e+00,9.964939053012393799e+00
9.394081953412410257e+00,9.828285635517381991e+00
9.437502321622908141e+00,9.658753570943311217e+00
9.459627446554948804e+00,9.457734781902111365e+00
9.459438180089664527e+00,9.227320019389731343e+00
9.436226364019670854e+00,8.970271247913988333e+00
9.389630852409101891e+00,8.689963236932772617e+00
9.319664090861468964e+00,8.390295708962840493e+00
9.226727252671606649e+00,8.075579753795972593e+00
9.111612502784042888e+00,7.750404400818647233e+00
8.975491692587503678e+00,7.419490975383739695e+00
8.819891620867126747e+00,7.087543921622607712e+00
8.646656850942674666e+00,6.759107008890358870e+00
8.457901866737442376e+00,6.438433220636235355e+00
8.255955002127322473e+00,6.129375240771155475e+00
8.043297025991705596e+00,5.835301494873447403e+00
7.822497472879879510e+00,5.559040431274151928e+00
7.596151768719306752e+00,5.302853421624588393e+00
7.366821934009834649e+00,5.068434578990524741e+00
7.136983198507903303e+00,4.856934129567779479e+00
6.908978291613890654e+00,4.669000845241357389e+00
6.684980546976637683e+00,4.504838476345752518e+00
6.466966339913549078e+00,4.364271071414308700e+00
6.256696813063625129e+00,4.246812435748300807e+00
6.055708375332092608e+00,4.151735638815342355e+00
5.865311101680417138e+00,4.078139303728396392e+00
5.686593921885215508e+00,4.025008286309394556e+00
5.520435358327633324e+00,3.991267187058431531e+00
5.367518541200713145e+00,3.975825875785702124e+00
5.228349274659212398e+00,3.977616811973742728e+00
5.103276028390665076e+00,3.995624403007070224e+00
4.992510865852305635e+00,4.028906962734761343e+00
4.896150475540551383e+00,4.076612030479187965e+00
4.814196631034414864e+00,4.137985906978791206e+00
4.746575558628852498e+00,4.212378281645054123e+00
4.693155830930472838e+00,4.299242786432864172e+00
4.653764526480712149e+00,4.398134234270387743e+00
4.628201497259679442e+00,4.508703199614599200e+00
4.616251667495171240e+00,4.630688487038468359e+00
4.617695349449500775e+00,4.763907919389407830e+00
4.632316606443491303e+00,4.908247765898283710e+00
4.659909722388970721e+00,5.063651026486414075e+00
4.700283852798714967e+00,5.230104693702958940e+00
4.753265936889139454e+00,5.407626029482974772e+00
4.818701946148522985e+00,5.596247820904424408e+00
4.896456533624113483e+00,5.796002517766557283e+00
4.986411132038357508e+00,6.006905105618247198e+00
5.088460529396346743e+00,6.228934531685955456e+00
5.202507929625307170e+00,6.462013479420027906e+00
5.328458484604778889e+00,6.705986282315159031e+00
5.466211264375816725e+00,6.960594782452351303e+00
5.615649616183469917e+00,7.225451978152638510e+00
5.776629852380386509e+00,7.500013373722464571e+00
5.948968204514594404e+00,7.783546049197253680e+00
6.132425988982860510e+00,8.075095616990793701e+00
6.326692951783654095e+00,8.373451433850480186e+00
6.531368799990336704e+00,8.677110698915404541e+00
6.745942989882843577e+00,8.984242399266319623e+00
6.969772930821191537e+00,9.292652467630258428e+00
7.202060884502098581e+00,9.599751992170885373e+00
7.441829995268976816e+00,9.902530856563386052e+00
7.687900081398417740e+00,1.019753976863485434e+01
7.938864050122061755e+00,1.048088421994530073e+01
8.193066067104386008e+00,1.074823444788359694e+01
8.448582905182307812e+00,1.099485586248539448e+01
8.703210200912616656e+00,1.121566454236877952e+01
8.954455635058232943e+00,1.140531216453771535e+01
9.199541288006180650e+00,1.155830396357402101e+01
9.435417555562963798e+00,1.166915187278249810e+01
9.658790987284916696e+00,1.173256277106367662e+01
9.866168165662791978e+00,1.174365870332871253e+01
1.005391721942938332e+01,1.169822213426307478e+01
1.021834771091275229e+01,1.159295497154787391e+01
1.035580843697626463e+01,1.142573568379913063e+01
1.046280116165855034e+01,1.119585496138921243e+01
1.053610654163161620e+01,1.090420779030308118e+01
1.057291666649876305e+01,1.055341933251512287e+01
1.057096693310039903e+01,1.014788430576874489e+01
1.052865867036723380e+01,9.693704980619887834e+00
1.044516330139249938e+01,9.198521303550203143e+00
1.032049910160827011e+01,8.671237235434475110e+00
1.015557291499089132e+01,8.121658799742801804e+00
9.952181503466082546e+00,7.560069806969889505e+00
9.712970333816462798e+00,6.996778954395181493e+00
9.441351195874334579e+00,6.441675552114388026e+00
9.141383631498339213e+00,5.903829787568848353e+00
8.817628247105389505e+00,5.391167432512352420e+00
8.474982165646085974e+00,4.910239329947392761e+00
8.118507882076215765e+00,4.466094602741276454e+00
7.753266554142721922e+00,4.062255226283534526e+00
7.384165421356803094e+00,3.700780092688727763e+00
7.015826888489995916e+00,3.382400089745672300e+00
6.652484208615563333e+00,3.106702449878351313e+00
6.297906032741842353e+00,2.872342470597061492e+00
5.955349676527363911e+00,2.677262986774023190e+00
5.627541007552030017e+00,2.518905789514795934e+00
5.316677485748306786e+00,2.394403646973071176e+00
5.024450101870783669e+00,2.300745962361053554e+00
4.752079687919811057e+00,2.234914912205181015e+00
4.500363210348347742e+00,2.193991889962984221e+00
4.269726078309811435e+00,2.175236177809619420e+00
4.060277088259792500e+00,2.176139057171635471e+00
3.871863285150976886e+00,2.194457193032353093e+00
3.704122675939114373e+00,2.228229258332334428e+00
3.556533334178436423e+00,2.275779564293762380e+00
3.428457957189968930e+00,2.335712065325004971e+00
3.319183368003472356e+00,2.406897616118580885e+00
3.227954792814982987e+00,2.488456845306349585e+00
3.154004998064119825e+00,2.579740519999670134e+00
3.096578550257675033e+00,2.680308834037954835e+00
3.054951578635702880e+00,2.789910670906177614e+00
3.028447487862750531e+00,2.908463571879652765e+00
3.016449096264440577e+00,3.036034877275289645e+00
3.018407674365525484e+00,3.172824297063526977e+00
3.033849336635325855e+00,3.319147998643265929e+00
3.062379202836119862e+00,3.475424166255321801e+00
3.103683699178040101e+00,3.642159880671456129e+00
3.157531317327381792e+00,3.819939082498239546e+00
3.223772093844467612e+00,4.009411311517984799e+00
3.302336015611819331e+00,4.211280852585480794e+00
3.393230499309185522e+00,4.426295861101624318e+00
3.496537035488429535e+00,4.655236984113733989e+00
3.612407030350960113e+00,4.898904933492722158e+00
3.741056820665136229e+00,5.158106403028419606e+00
3.882761778901464567e+00,5.433637650181396772e+00
4.037849366029457876e+00,5.726264985265686391e+00
4.206690927953080639e+00,6.036701327112925952e+00
4.389691967869064904e+00,6.365577897866208090e+00
4.587280560868778778e+00,6.713410046246670149e+00
4.799893509406567560e+00,7.080556117847697450e+00
5.027959770250680194e+00,7.467168247023598937e+00
5.271880617927972246e+00,7.873133948388389314e+00
5.532005950974014041e+00,8.298007465537136085e+00
5.808606102430326601e+00,8.740930028954696951e+00
6.101838495082763991e+00,9.200538534338575047e+00
6.411708499008344830e+00,9.674862739418573554e+00
6.738023923049367703e+00,1.016121196652540704e+01
7.080342727396971902e+00,1.065605357318096047e+01
7.437913811975370493e+00,1.115488719851208899e+01
7.809611150629041987e+00,1.165212108063784413e+01
8.193862143629921491e+00,1.214095960342238278e+01
8.588571889609166732e+00,1.261331463115841522e+01
8.991046163764091048e+00,1.305975696585087853e+01
9.397917243972770507e+00,1.346952807040022293e+01
9.805078326615515039e+00,1.383063545222598556e+01
1.020763403917656120e+01,1.413005690842133788e+01
1.059987632610103958e+01,1.435407800237707576e+01
1.097529649372864391e+01,1.448878225093635841e+01
1.132664506944941607e+01,1.452070311141658721e+01
1.164605087364613389e+01,1.443762990221853215e+01
1.192520877650337319e+01,1.422953614485030194e+01
1.215564151333806642e+01,1.388956997407297678e+01
1.232903435941155834e+01,1.341501593019301453e+01
1.243763251648970325e+01,1.280811171740185728e+01
1.247468043658091830e+01,1.207659026293394788e+01
1.243487141921622197e+01,1.123382463821146793e+01
1.231476674111574710e+01,1.029848656550869812e+01
1.211313872355504273e+01,9.293688277943559228e+00
1.183119367899389474e+01,8.245654766624388898e+00
1.147263978775694326e+01,7.182053858496749932e+00
1.104358119483092437e+01,6.130175900992967719e+00
1.055224066544712791e+01,5.115185547410046496e+00
1.000853515364341995e+01,4.158655697672688945e+00
9.423547208046347379e+00,3.277540483725789766e+00
